name,slipNumber,category
ＥＴバングル-1,12,踊り子
ＥＴタイツ-1,12,踊り子
ＥＴトーシュー-1,12,踊り子
ＡＧボード-1,12,学者
ＡＧガウン-1,12,学者
ＡＧブレーサー-1,12,学者
ＡＧパンツ-1,12,学者
ＡＧローファー-1,12,学者
ＷＲマスク+2,13,戦士
ＷＲロリカ+2,13,戦士
ＷＲマフラ+2,13,戦士
ＷＲクウィス+2,13,戦士
ＷＲカリガ+2,13,戦士
ＭＬクラウン+2,13,モンク
ＭＬシクラス+2,13,モンク
ＭＬグローブ+2,13,モンク
ＭＬホーズ+2,13,モンク
ＭＬゲートル+2,13,モンク
ＣＲキャップ+2,13,白魔道士
ＣＲブリオー+2,13,白魔道士
ＣＲミトン+2,13,白魔道士
ＣＲパンタロン+2,13,白魔道士
ＣＲダックビル+2,13,白魔道士
ＳＲペタソス+2,13,黒魔道士
ＳＲコート+2,13,黒魔道士
ＳＲグローブ+2,13,黒魔道士
ＳＲトンバン+2,13,黒魔道士
ＳＲサボ+2,13,黒魔道士
ＤＬシャポー+2,13,赤魔道士
ＤＬタバード+2,13,赤魔道士
ＤＬグローブ+2,13,赤魔道士
ＤＬタイツ+2,13,赤魔道士
ＤＬブーツ+2,13,赤魔道士
ＡＳボンネット+2,13,シーフ
ＡＳベスト+2,13,シーフ
ＡＳアムレット+2,13,シーフ
ＡＳキュロット+2,13,シーフ
ＡＳプーレーヌ+2,13,シーフ
ＶＬコロネット+2,13,ナイト
ＶＬサーコート+2,13,ナイト
ＶＬガントレ+2,13,ナイト
ＶＬブリーチズ+2,13,ナイト
ＶＬレギンス+2,13,ナイト
ＡＢバーゴネット+2,13,暗黒騎士
ＡＢキュイラス+2,13,暗黒騎士
ＡＢガントレット+2,13,暗黒騎士
ＡＢフランチャー+2,13,暗黒騎士
ＡＢソルレット+2,13,暗黒騎士
ＭＳヘルム+2,13,獣使い
ＭＳジャック+2,13,獣使い
ＭＳグローブ+2,13,獣使い
ＭＳトラウザ+2,13,獣使い
ＭＳゲートル+2,13,獣使い
ＢＤラウンドリト+2,13,吟遊詩人
ＢＤジュストコル+2,13,吟遊詩人
ＢＤカフス+2,13,吟遊詩人
ＢＤキャニオンズ+2,13,吟遊詩人
ＢＤスリッパー+2,13,吟遊詩人
ＳＣベレー+2,13,狩人
ＳＣジャーキン+2,13,狩人
ＳＣブレーサー+2,13,狩人
ＳＣブラッカエ+2,13,狩人
ＳＣソックス+2,13,狩人
真早乙女桃形兜,13,侍
真早乙女胴丸,13,侍
真早乙女筒篭手,13,侍
真早乙女板佩楯,13,侍
真早乙女筒脛当,13,侍
真甲賀半首,13,忍者
真甲賀鎖帷子,13,忍者
真甲賀手甲,13,忍者
真甲賀袴,13,忍者
真甲賀脚絆,13,忍者
ＷＭアーメット+2,13,竜騎士
ＷＭメイル+2,13,竜騎士
ＷＭフィンガー+2,13,竜騎士
ＷＭブレー+2,13,竜騎士
ＷＭグリーヴ+2,13,竜騎士
ＳＭホーン+2,13,召喚士
ＳＭダブレット+2,13,召喚士
ＳＭブレーサー+2,13,召喚士
ＳＭスパッツ+2,13,召喚士
ＳＭピガッシュ+2,13,召喚士
ＭＩケフィエ+2,13,青魔道士
ＭＩジュバ+2,13,青魔道士
ＭＩバズバンド+2,13,青魔道士
ＭＩシャルワー+2,13,青魔道士
ＭＩチャルク+2,13,青魔道士
ＣＭトリコルヌ+2,13,コルセア
ＣＭフラック+2,13,コルセア
ＣＭガントリー+2,13,コルセア
ＣＭトルーズ+2,13,コルセア
ＣＭブーツ+2,13,コルセア
ＰＮタージ+2,13,からくり士
ＰＮトベ+2,13,からくり士
ＰＮダスタナ+2,13,からくり士
ＰＮチュリダル+2,13,からくり士
ＰＮバブーシュ+2,13,からくり士
ＥＴティアラ+2,13,踊り子
ＥＴカザク+2,13,踊り子
ＥＴバングル+2,13,踊り子
ＥＴタイツ+2,13,踊り子
ＥＴトーシュー+2,13,踊り子
ＡＧボード+2,13,学者
ＡＧガウン+2,13,学者
ＡＧブレーサー+2,13,学者
ＡＧパンツ+2,13,学者
ＡＧローファー+2,13,学者
ポルキスサラド,14,ナイズルII
ポルキスコラジン,14,ナイズルII
ポルキスマノポラ,14,ナイズルII
ポルキスディル,14,ナイズルII
ポルキスシュー,14,ナイズルII
タウマスハット,14,ナイズルII
タウマスコート,14,ナイズルII
タウマスリスト,14,ナイズルII
タウマスケックス,14,ナイズルII
タウマスネール,14,ナイズルII
ナレスシャポー,14,ナイズルII
ナレスサイオ,14,ナイズルII
ナレスカフス,14,ナイズルII
ナレストルーズ,14,ナイズルII
ナレスクロッグ,14,ナイズルII
ヘルヤフォーク,14,エインII
ヘイムダルドゥーム,14,エインII
レイラドルヘルム,14,エインII
レイラドルブレスト,14,エインII
ＡＲマスク+1,14,サルベージII
ＡＲキュイラス+1,14,サルベージII
ＡＲガントレット+1,14,サルベージII
ＡＲフランチャー+1,14,サルベージII
ＡＲソルレット+1,14,サルベージII
ＳＫバイザー+1,14,サルベージII
ＳＫクウィリ+1,14,サルベージII
ＳＫバズバンド+1,14,サルベージII
ＳＫショウス+1,14,サルベージII
ＳＫジャンボー+1,14,サルベージII
薄金総面改,14,サルベージII
薄金腹巻改,14,サルベージII
薄金篭手改,14,サルベージII
薄金膝甲改,14,サルベージII
薄金脛当改,14,サルベージII
ＭＫティアラ+1,14,サルベージII
ＭＫジュバ+1,14,サルベージII
ＭＫダスタナ+1,14,サルベージII
ＭＫシャルワ+1,14,サルベージII
ＭＫクラッコ+1,14,サルベージII
ＭＯコロナル+1,14,サルベージII
ＭＯローブ+1,14,サルベージII
ＭＯカフス+1,14,サルベージII
ＭＯスロップス+1,14,サルベージII
ＭＯピガッシュ+1,14,サルベージII
ケールマスク,14,サルベージII
ケールキュイラス,14,サルベージII
ケールガントレット,14,サルベージII
ケールフランチャー,14,サルベージII
ケールソルレット,14,サルベージII
シギュンバイザー,14,サルベージII
シギュンクウィリ,14,サルベージII
シギュンバズバンド,14,サルベージII
シギュンショウス,14,サルベージII
シギュンジャンボー,14,サルベージII
沢瀉総面,14,サルベージII
沢瀉腹巻,14,サルベージII
沢瀉篭手,14,サルベージII
沢瀉膝甲,14,サルベージII
沢瀉脛当,14,サルベージII
ナブーティアラ,14,サルベージII
ナブージュバ,14,サルベージII
ナブーダスタナ,14,サルベージII
ナブーシャルワ,14,サルベージII
ナブークラッコ,14,サルベージII
フェアコロナル,14,サルベージII
フェアローブ,14,サルベージII
フェアカフス,14,サルベージII
フェアスロップス,14,サルベージII
フェアピガッシュ,14,サルベージII
アテーマスク,14,サルベージII
アテーキュイラス,14,サルベージII
アテーガントレット,14,サルベージII
アテーフランチャー,14,サルベージII
アテーソルレット,14,サルベージII
イジマスク,14,サルベージII
イジジャーキン,14,サルベージII
イジグローブ,14,サルベージII
イジトラウザ,14,サルベージII
イジレデルセン,14,サルベージII
源太兜,14,サルベージII
源太腹当,14,サルベージII
源太篭手,14,サルベージII
源太の袴,14,サルベージII
源太脛当,14,サルベージII
ナムルーティアラ,14,サルベージII
ナムルージュバ,14,サルベージII
ナムルーダスタナ,14,サルベージII
ナムルーシャルワ,14,サルベージII
ナムルークラッコ,14,サルベージII
ネイトクラウン,14,サルベージII
ネイトコート,14,サルベージII
ネイトカフス,14,サルベージII
ネイトスロップス,14,サルベージII
ネイトピガッシュ,14,サルベージII
ヘルボルガレア,14,ドメイン
ヘルボルオーベール,14,ドメイン
ヘルボルムフル,14,ドメイン
ヘルボルブエレット,14,ドメイン
ヘルボルソルレット,14,ドメイン
ハイドレマスク,14,ドメイン
ハイドレハーネス,14,ドメイン
ハイドレグローブ,14,ドメイン
ハイドレブレー,14,ドメイン
ハイドレブーツ,14,ドメイン
アンガティルベレー,14,ドメイン
アンガティルローブ,14,ドメイン
アンガティルミトン,14,ドメイン
アンガティルタイツ,14,ドメイン
アンガティルブーツ,14,ドメイン
ボルスパナックル,14,ドメイン武器
ボルスパナイフ,14,ドメイン武器
ボルスパソード,14,ドメイン武器
ボルスパブレード,14,ドメイン武器
ボルスパピック,14,ドメイン武器
ボルスパチョッパー,14,ドメイン武器
ボルスパサイズ,14,ドメイン武器
ボルスパランス,14,ドメイン武器
ボルスパカタナ,14,ドメイン武器
ボルスパタチ,14,ドメイン武器
ボルスパハンマー,14,ドメイン武器
ボルスパポール,14,ドメイン武器
ボルスパボウ,14,ドメイン武器
ボルスパガン,14,ドメイン武器
ボルスパグリップ,14,ドメイン武器
ボルスパシールド,14,ドメイン武器
パメラーマスク,15,戦士
パメラーロリカ,15,戦士
パメラーマフラ,15,戦士
パメラークウィス,15,戦士
パメラーカリガ,15,戦士
アンコリトクラウン,15,モンク
アンコリトシクラス,15,モンク
アンコリトグローブ,15,モンク
アンコリトホーズ,15,モンク
アンコリトゲートル,15,モンク
セオフニキャップ,15,白魔道士
セオフニブリオー,15,白魔道士
セオフニミトン,15,白魔道士
セオフニパンタロン,15,白魔道士
セオフニダックビル,15,白魔道士
スピコナペタソス,15,黒魔道士
スピコナコート,15,黒魔道士
スピコナグローブ,15,黒魔道士
スピコナトンバン,15,黒魔道士
スピコナサボ,15,黒魔道士
アトロピシャポー,15,赤魔道士
アトロピタバード,15,赤魔道士
アトロピグローブ,15,赤魔道士
アトロピタイツ,15,赤魔道士
アトロピブーツ,15,赤魔道士
ピレジャボンネット,15,シーフ
ピレジャベスト,15,シーフ
ピレジャアムレット,15,シーフ
ピレジャキュロット,15,シーフ
ピレジャプーレーヌ,15,シーフ
レベランコロネット,15,ナイト
レベランサーコート,15,ナイト
レベランガントレ,15,ナイト
レベランブリーチズ,15,ナイト
レベランレギンス,15,ナイト
イグニムバゴネット,15,暗黒騎士
イグニムキュイラス,15,暗黒騎士
イグニムガントレ,15,暗黒騎士
イグニムフランチャ,15,暗黒騎士
イグニムソルレット,15,暗黒騎士
トテミクヘルム,15,獣使い
トテミクジャック,15,獣使い
トテミクグローブ,15,獣使い
トテミクトラウザ,15,獣使い
トテミクゲートル,15,獣使い
ブリオソランドリト,15,吟遊詩人
ブリオソジュスト,15,吟遊詩人
ブリオソカフス,15,吟遊詩人
ブリオソキャニオン,15,吟遊詩人
ブリオソスリッパー,15,吟遊詩人
オリオンベレー,15,狩人
オリオンジャーキン,15,狩人
オリオンブレーサー,15,狩人
オリオンブラッカエ,15,狩人
オリオンソックス,15,狩人
脇戸桃形兜,15,侍
脇戸胴丸,15,侍
脇戸筒篭手,15,侍
脇戸板佩楯,15,侍
脇戸筒脛当,15,侍
蜂屋半首,15,忍者
蜂屋鎖帷子,15,忍者
蜂屋手甲,15,忍者
蜂屋袴,15,忍者
蜂屋脚絆,15,忍者
ビシャプアーメット,15,竜騎士
ビシャプメイル,15,竜騎士
ビシャプフィンガー,15,竜騎士
ビシャプブレー,15,竜騎士
ビシャプグリーヴ,15,竜騎士
コンボカホーン,15,召喚士
コンボカダブレット,15,召喚士
コンボカブレーサー,15,召喚士
コンボカスパッツ,15,召喚士
コンボカピガッシュ,15,召喚士
アシムレケフィエ,15,青魔道士
アシムレジュバ,15,青魔道士
アシムレバズバンド,15,青魔道士
アシムレシャルワー,15,青魔道士
アシムレチャルク,15,青魔道士
ラクサマトリコルヌ,15,コルセア
ラクサマフラック,15,コルセア
ラクサマガントリー,15,コルセア
ラクサマトルーズ,15,コルセア
ラクサマブーツ,15,コルセア
フォワルタージ,15,からくり士
フォワルトベ,15,からくり士
フォワルダスタナ,15,からくり士
フォワルチュリダル,15,からくり士
フォワルバブーシュ,15,からくり士
マシシティアラ,15,踊り子
マシシカザク,15,踊り子
マシシバングル,15,踊り子
マシシタイツ,15,踊り子
マシシトーシュー,15,踊り子
アカデミボード,15,学者
アカデミガウン,15,学者
アカデミブレーサー,15,学者
アカデミパンツ,15,学者
アカデミローファー,15,学者
ＰＭマスク+1,16,戦士
ＰＭロリカ+1,16,戦士
ＰＭマフラ+1,16,戦士
ＰＭクウィス+1,16,戦士
ＰＭカリガ+1,16,戦士
ＡＮクラウン+1,16,モンク
ＡＮシクラス+1,16,モンク
ＡＮグローブ+1,16,モンク
ＡＮホーズ+1,16,モンク
ＡＮゲートル+1,16,モンク
ＴＥキャップ+1,16,白魔道士
ＴＥブリオー+1,16,白魔道士
ＴＥミトン+1,16,白魔道士
ＴＥパンタロン+1,16,白魔道士
ＴＥダックビル+1,16,白魔道士
ＳＰペタソス+1,16,黒魔道士
ＳＰコート+1,16,黒魔道士
ＳＰグローブ+1,16,黒魔道士
ＳＰトンバン+1,16,黒魔道士
ＳＰサボ+1,16,黒魔道士
ＡＴシャポー+1,16,赤魔道士
ＡＴタバード+1,16,赤魔道士
ＡＴグローブ+1,16,赤魔道士
ＡＴタイツ+1,16,赤魔道士
ＡＴブーツ+1,16,赤魔道士
ＰＬボンネット+1,16,シーフ
ＰＬベスト+1,16,シーフ
ＰＬアムレット+1,16,シーフ
ＰＬキュロット+1,16,シーフ
ＰＬプーレーヌ+1,16,シーフ
ＲＶコロネット+1,16,ナイト
ＲＶサーコート+1,16,ナイト
ＲＶガントレ+1,16,ナイト
ＲＶブリーチズ+1,16,ナイト
ＲＶレギンス+1,16,ナイト
ＩＧバゴネット+1,16,暗黒騎士
ＩＧキュイラス+1,16,暗黒騎士
ＩＧガントレ+1,16,暗黒騎士
ＩＧフランチャ+1,16,暗黒騎士
ＩＧソルレット+1,16,暗黒騎士
ＴＯヘルム+1,16,獣使い
ＴＯジャック+1,16,獣使い
ＴＯグローブ+1,16,獣使い
ＴＯトラウザ+1,16,獣使い
ＴＯゲートル+1,16,獣使い
ＢＲランドリト+1,16,吟遊詩人
ＢＲジュスト+1,16,吟遊詩人
ＢＲカフス+1,16,吟遊詩人
ＢＲキャニオン+1,16,吟遊詩人
ＢＲスリッパー+1,16,吟遊詩人
ＯＲベレー+1,16,狩人
ＯＲジャーキン+1,16,狩人
ＯＲブレーサー+1,16,狩人
ＯＲブラッカエ+1,16,狩人
ＯＲソックス+1,16,狩人
脇戸桃形兜改,16,侍
脇戸胴丸改,16,侍
脇戸筒篭手改,16,侍
脇戸板佩楯改,16,侍
脇戸筒脛当改,16,侍
蜂屋半首改,16,忍者
蜂屋鎖帷子改,16,忍者
蜂屋手甲改,16,忍者
蜂屋袴改,16,忍者
蜂屋脚絆改,16,忍者
ＶＳアーメット+1,16,竜騎士
ＶＳメイル+1,16,竜騎士
ＶＳフィンガー+1,16,竜騎士
ＶＳブレー+1,16,竜騎士
ＶＳグリーヴ+1,16,竜騎士
ＣＮホーン+1,16,召喚士
ＣＮダブレット+1,16,召喚士
ＣＮブレーサー+1,16,召喚士
ＣＮスパッツ+1,16,召喚士
ＣＮピガッシュ+1,16,召喚士
ＡＳケフィエ+1,16,青魔道士
ＡＳジュバ+1,16,青魔道士
ＡＳバズバンド+1,16,青魔道士
ＡＳシャルワー+1,16,青魔道士
ＡＳチャルク+1,16,青魔道士
ＬＫトリコルヌ+1,16,コルセア
ＬＫフラック+1,16,コルセア
ＬＫガントリー+1,16,コルセア
ＬＫトルーズ+1,16,コルセア
ＬＫブーツ+1,16,コルセア
ＦＯタージ+1,16,からくり士
ＦＯトベ+1,16,からくり士
ＦＯダスタナ+1,16,からくり士
ＦＯチュリダル+1,16,からくり士
ＦＯバブーシュ+1,16,からくり士
ＭＸティアラ+1,16,踊り子
ＭＸカザク+1,16,踊り子
ＭＸバングル+1,16,踊り子
ＭＸタイツ+1,16,踊り子
ＭＸトーシュー+1,16,踊り子
ＡＣボード+1,16,学者
ＡＣガウン+1,16,学者
ＡＣブレーサー+1,16,学者
ＡＣパンツ+1,16,学者
ＡＣローファー+1,16,学者
ＧＯガレーロ+1,16,風水士
ＧＯチュニック+1,16,風水士
ＧＯミテーヌ+1,16,風水士
ＧＯパンツ+1,16,風水士
ＧＯサンダル+1,16,風水士
ＲＮバンド+1,16,魔導剣士
ＲＮコート+1,16,魔導剣士
ＲＮミトン+1,16,魔導剣士
ＲＮトラウザ+1,16,魔導剣士
ＲＮブーツ+1,16,魔導剣士
アゴージマスク,17,戦士
アゴージロリカ,17,戦士
アゴージマフラ,17,戦士
アゴージクウィス,17,戦士
アゴージカリガ,17,戦士
ヘシカスクラウン,17,モンク
ヘシカスシクラス,17,モンク
ヘシカスグローブ,17,モンク
ヘシカスホーズ,17,モンク
ヘシカスゲートル,17,モンク
パエティキャップ,17,白魔道士
パエティブリオー,17,白魔道士
パエティミトン,17,白魔道士
パエティパンタロン,17,白魔道士
パエティダックビル,17,白魔道士
アークペタソス,17,黒魔道士
アークコート,17,黒魔道士
アークグローブ,17,黒魔道士
アークトンバン,17,黒魔道士
アークサボ,17,黒魔道士
ヴィティシャポー,17,赤魔道士
ヴィティタバード,17,赤魔道士
ヴィティグローブ,17,赤魔道士
ヴィティタイツ,17,赤魔道士
ヴィティブーツ,17,赤魔道士
プランダボンネット,17,シーフ
プランダベスト,17,シーフ
プランダアムレット,17,シーフ
プランダキュロット,17,シーフ
プランダプーレーヌ,17,シーフ
カバラリコロネット,17,ナイト
カバラリサーコート,17,ナイト
カバラリガントレ,17,ナイト
カバラリブリーチズ,17,ナイト
カバラリレギンス,17,ナイト
ファレバーゴネット,17,暗黒騎士
ファレキュイラス,17,暗黒騎士
ファレガントレット,17,暗黒騎士
ファレフランチャー,17,暗黒騎士
ファレソルレット,17,暗黒騎士
アンクサヘルム,17,獣使い
アンクサジャック,17,獣使い
アンクサグローブ,17,獣使い
アンクサトラウザ,17,獣使い
アンクサゲートル,17,獣使い
ビフラウンドリト,17,吟遊詩人
ビフジュストコル,17,吟遊詩人
ビフカフス,17,吟遊詩人
ビフキャニオンズ,17,吟遊詩人
ビフスリッパー,17,吟遊詩人
アルケベレー,17,狩人
アルケジャーキン,17,狩人
アルケブレーサー,17,狩人
アルケブラッカエ,17,狩人
アルケソックス,17,狩人
左近士桃形兜,17,侍
左近士胴丸,17,侍
左近士筒篭手,17,侍
左近士板佩楯,17,侍
左近士筒脛当,17,侍
望月半首,17,忍者
望月鎖帷子,17,忍者
望月手甲,17,忍者
望月袴,17,忍者
望月脚絆,17,忍者
テロスレアーメット,17,竜騎士
テロスレメイル,17,竜騎士
テロスレフィンガー,17,竜騎士
テロスレブレー,17,竜騎士
テロスレグリーヴ,17,竜騎士
グリフホーン,17,召喚士
グリフダブレット,17,召喚士
グリフブレーサー,17,召喚士
グリフスパッツ,17,召喚士
グリフピガッシュ,17,召喚士
ルラーザケフィエ,17,青魔道士
ルラーザジュバ,17,青魔道士
ルラーザバズバンド,17,青魔道士
ルラーザシャルワー,17,青魔道士
ルラーザチャルク,17,青魔道士
ラヌントリコルヌ,17,コルセア
ラヌンフラック,17,コルセア
ラヌンガントリー,17,コルセア
ラヌントルーズ,17,コルセア
ラヌンブーツ,17,コルセア
ピトルタージ,17,からくり士
ピトルトベ,17,からくり士
ピトルダスタナ,17,からくり士
ピトルチュリダル,17,からくり士
ピトルバブーシュ,17,からくり士
ホロスティアラ,17,踊り子
ホロスカザク,17,踊り子
ホロスバングル,17,踊り子
ホロスタイツ,17,踊り子
ホロストーシュー,17,踊り子
ペダゴギボード,17,学者
ペダゴギガウン,17,学者
ペダゴギブレーサー,17,学者
ペダゴギパンツ,17,学者
ペダゴギローファー,17,学者
バグアガレーロ,17,風水士
バグアチュニック,17,風水士
バグアミテーヌ,17,風水士
バグアパンツ,17,風水士
バグアサンダル,17,風水士
フサルクバンド,17,魔導剣士
フサルクコート,17,魔導剣士
フサルクミトン,17,魔導剣士
フサルクトラウザ,17,魔導剣士
フサルクブーツ,17,魔導剣士
ＡＧマスク+1,18,戦士
ＡＧロリカ+1,18,戦士
ＡＧマフラ+1,18,戦士
ＡＧクウィス+1,18,戦士
ＡＧカリガ+1,18,戦士
ＨＥクラウン+1,18,モンク
ＨＥシクラス+1,18,モンク
ＨＥグローブ+1,18,モンク
ＨＥホーズ+1,18,モンク
ＨＥゲートル+1,18,モンク
ＰＩキャップ+1,18,白魔道士
ＰＩブリオー+1,18,白魔道士
ＰＩミトン+1,18,白魔道士
ＰＩパンタロン+1,18,白魔道士
ＰＩダックビル+1,18,白魔道士
ＡＲペタソス+1,18,黒魔道士
ＡＲコート+1,18,黒魔道士
ＡＲグローブ+1,18,黒魔道士
ＡＲトンバン+1,18,黒魔道士
ＡＲサボ+1,18,黒魔道士
ＶＩシャポー+1,18,赤魔道士
ＶＩタバード+1,18,赤魔道士
ＶＩグローブ+1,18,赤魔道士
ＶＩタイツ+1,18,赤魔道士
ＶＩブーツ+1,18,赤魔道士
ＰＤボンネット+1,18,シーフ
ＰＤベスト+1,18,シーフ
ＰＤアムレット+1,18,シーフ
ＰＤキュロット+1,18,シーフ
ＰＤプーレーヌ+1,18,シーフ
ＣＢコロネット+1,18,ナイト
ＣＢサーコート+1,18,ナイト
ＣＢガントレ+1,18,ナイト
ＣＢブリーチズ+1,18,ナイト
ＣＢレギンス+1,18,ナイト
ＦＬバーゴネット+1,18,暗黒騎士
ＦＬキュイラス+1,18,暗黒騎士
ＦＬガントレット+1,18,暗黒騎士
ＦＬフランチャー+1,18,暗黒騎士
ＦＬソルレット+1,18,暗黒騎士
ＡＫヘルム+1,18,獣使い
ＡＫジャック+1,18,獣使い
ＡＫグローブ+1,18,獣使い
ＡＫトラウザ+1,18,獣使い
ＡＫゲートル+1,18,獣使い
ＢＩラウンドリト+1,18,吟遊詩人
ＢＩジュストコル+1,18,吟遊詩人
ＢＩカフス+1,18,吟遊詩人
ＢＩキャニオンズ+1,18,吟遊詩人
ＢＩスリッパー+1,18,吟遊詩人
ＡＲベレー+1,18,狩人
ＡＲジャーキン+1,18,狩人
ＡＲブレーサー+1,18,狩人
ＡＲブラッカエ+1,18,狩人
ＡＲソックス+1,18,狩人
左近士桃形兜改,18,侍
左近士胴丸改,18,侍
左近士筒篭手改,18,侍
左近士板佩楯改,18,侍
左近士筒脛当改,18,侍
望月半首改,18,忍者
望月鎖帷子改,18,忍者
望月手甲改,18,忍者
望月袴改,18,忍者
望月脚絆改,18,忍者
ＰＴアーメット+1,18,竜騎士
ＰＴメイル+1,18,竜騎士
ＰＴフィンガー+1,18,竜騎士
ＰＴブレー+1,18,竜騎士
ＰＴグリーヴ+1,18,竜騎士
ＧＬホーン+1,18,召喚士
ＧＬダブレット+1,18,召喚士
ＧＬブレーサー+1,18,召喚士
ＧＬスパッツ+1,18,召喚士
ＧＬピガッシュ+1,18,召喚士
ＬＬケフィエ+1,18,青魔道士
ＬＬジュバ+1,18,青魔道士
ＬＬバズバンド+1,18,青魔道士
ＬＬシャルワー+1,18,青魔道士
ＬＬチャルク+1,18,青魔道士
ＬＡトリコルヌ+1,18,コルセア
ＬＡフラック+1,18,コルセア
ＬＡガントリー+1,18,コルセア
ＬＡトルーズ+1,18,コルセア
ＬＡブーツ+1,18,コルセア
ＰＩタージ+1,18,からくり士
ＰＩトベ+1,18,からくり士
ＰＩダスタナ+1,18,からくり士
ＰＩチュリダル+1,18,からくり士
ＰＩバブーシュ+1,18,からくり士
ＨＯティアラ+1,18,踊り子
ＨＯカザク+1,18,踊り子
ＨＯバングル+1,18,踊り子
ＨＯタイツ+1,18,踊り子
ＨＯトーシュー+1,18,踊り子
ＰＤボード+1,18,学者
ＰＤガウン+1,18,学者
ＰＤブレーサー+1,18,学者
ＰＤパンツ+1,18,学者
ＰＤローファー+1,18,学者
ＢＡガレーロ+1,18,風水士
ＢＡチュニック+1,18,風水士
ＢＡミテーヌ+1,18,風水士
ＢＡパンツ+1,18,風水士
ＢＡサンダル+1,18,風水士
ＦＵバンド+1,18,魔導剣士
ＦＵコート+1,18,魔導剣士
ＦＵミトン+1,18,魔導剣士
ＦＵトラウザ+1,18,魔導剣士
ＦＵブーツ+1,18,魔導剣士
エクスカリパー,19,片手剣
エクスカリパーII,19,片手剣
九夏団扇,19,片手棍
九夏団扇+1,19,片手棍
リフキンバッパー,19,片手棍
リフキンバッパー+1,19,片手棍
ハートビーター,19,片手棍
ハートビーター+1,19,片手棍
ハートストッパー,19,片手棍
ハートストッパー+1,19,片手棍
マリスマッシャー,19,両手棍
マリスマッシャー+1,19,両手棍
モルボルシールド,19,盾
キャシーシールド,19,盾
ケットガード,19,盾
ケットガード+1,19,盾
ゴブマスク,19,頭装備
グリーンモグマスク,19,頭装備
モルボルキャップ,19,頭装備
キャシーキャップ,19,頭装備
フランマスク,19,頭装備
フランマスク+1,19,頭装備
マンドラマスク,19,頭装備
マンドラマスク+1,19,頭装備
リコポンマスク,19,頭装備
リコポンマスク+1,19,頭装備
ケットキャップ,19,頭装備
ケットキャップ+1,19,頭装備
フロスティキャップ,19,頭装備
シープキャップ,19,頭装備
シープキャップ+1,19,頭装備
リフキンキャップ,19,頭装備
リフキンキャップ+1,19,頭装備
コローラ,19,頭装備
セレストキャップ,19,頭装備
ラビットキャップ,19,頭装備
尚武鳳凰兜,19,頭装備
ベヒーモスマスク,19,頭装備
ベヒーモスマスク+1,19,頭装備
エージェントフード,19,頭装備
スターレトフラワー,19,頭装備
カービーキャップ,19,頭装備
カービーキャップ+1,19,頭装備
バファローキャップ,19,頭装備
バハムートヘッド,19,頭装備
バハムートヘッド+1,19,頭装備
ゴブスーツ,19,胴装備
グリーンモグスーツ,19,胴装備
牽牛法被,19,胴装備
織女法被,19,胴装備
マンドラスーツ,19,胴装備
マンドラスーツ+1,19,胴装備
ハートエプロン,19,胴装備
ハートエプロン+1,19,胴装備
ピュピルシャツ,19,胴装備
ベヒーモススーツ,19,胴装備
ベヒーモススーツ+1,19,胴装備
ポロッゴコート,19,胴装備
ポロッゴコート+1,19,胴装備
ピュピルカミーサ,19,胴装備
タ・モコ,19,胴装備
タ・モコ+1,19,胴装備
コシートップ,19,胴装備
コシートップ+1,19,胴装備
エージェントコート,19,胴装備
スターレトジャボ,19,胴装備
トラックシャツ,19,胴装備
トラックシャツ+1,19,胴装備
ボチュルススーツ,19,胴装備
ボチュルススーツ+1,19,胴装備
バハムートスーツ,19,胴装備
バハムートスーツ+1,19,胴装備
エージェントカフス,19,両手装備
スターレトグローブ,19,両手装備
牽牛半股引,19,両脚装備
織女半股引,19,両脚装備
ピュピルトラウザ,19,両脚装備
スイミングトグス,19,両脚装備
スイミングトグス+1,19,両脚装備
コシーボトム,19,両脚装備
コシーボトム+1,19,両脚装備
エージェントパンツ,19,両脚装備
スターレトスカート,19,両脚装備
トラックパンツ,19,両脚装備
トラックパンツ+1,19,両脚装備
モルボルサブリガ,19,両脚装備
ピュピルシューズ,19,両足装備
エージェントブーツ,19,両足装備
スターレトブーツ,19,両足装備
フィッシャトルク,19,首装備
木彫師トルク,19,首装備
鍛冶師トルク,19,首装備
彫金師トルク,19,首装備
裁縫師トルク,19,首装備
革細工師トルク,19,首装備
骨彫師トルク,19,首装備
錬金術師トルク,19,首装備
調理師トルク,19,首装備
カーディアンの像,19,調度品
アトモスの像,19,調度品
グゥーブーの像,19,調度品
審判の日,19,調度品
アルザダールデスク,19,調度品
双葉の音楽家,19,調度品
森の住人,19,調度品
若姫の微笑,19,調度品
第16代聖皇,19,調度品
天真爛漫,19,調度品
結晶の守り人,19,調度品
トップダンサー,19,調度品
連邦の黒い悪魔,19,調度品
東の武士,19,調度品
隻眼の女将軍,19,調度品
銃士紅一点,19,調度品
子羊の像,19,調度品
子羊の像II,19,調度品
招き猫,19,調度品
桜,19,調度品
囲炉裏,19,調度品
ヴァナクロック,19,調度品
ハーベストペストリ,19,調度品
ウエーダー,19,職人装備
木工軍手,19,職人装備
耐熱ミトン,19,職人装備
遮光眼鏡,19,職人装備
拡大眼鏡,19,職人装備
革工手袋,19,職人装備
防塵眼鏡,19,職人装備
カドゥケウス,19,職人装備
衛生帽子,19,職人装備
漁師エプロン,19,職人装備
木彫師エプロン,19,職人装備
鍛冶師エプロン,19,職人装備
